id	emotion
34893_0041_A_233	0,0.3946433365345001,0.11826735734939575,0.011010836809873581,0,0.6065587997436523
34893_0041_A_242	0,0.2870173454284668,0.1827409267425537,0.18598122894763947,0.12406066060066223,0.19379593431949615
34893_0041_A_243	0,0.3243076503276825,0.3459382951259613,0.013969030231237411,0,0.22703169286251068
34893_0041_A_235	0,0.342099666595459,0.1229202002286911,0.047858480364084244,0,0.8072932958602905
34893_0041_A_236	0.00991922989487648,0.4605874717235565,0.20340195298194885,0.1322116106748581,0.07530826330184937,0.40829864144325256
34893_0041_A_237	0,0.15677335858345032,0.09478999674320221,0.1544535607099533,0.060093048959970474,0.2844511568546295
34893_0041_A_238	0,0.32368192076683044,0.16767238080501556,0.006201010197401047,0.010863903909921646,0.30303528904914856
34893_0041_A_239	0,0.1640675663948059,0.2210884839296341,0.10594679415225983,0.148229718208313,0.39236146211624146
34893_0041_A_240	0,0.3243076503276825,0.3459382951259613,0.013969030231237411,0,0.22703169286251068
34893_0041_A_241	0,0.12507474422454834,0.14904086291790009,0.187376469373703,0.24177712202072144,0.48205238580703735
34893_0041_A_245	0,0.3790033757686615,0.3289123773574829,0.18679827451705933,0,0.34645894169807434
34893_0042_A_253	0,0.1222052127122879,0.03937700390815735,0.010776650160551071,0,0.002297397702932358
34893_0042_A_254	0,0.0980309247970581,0.01849536783993244,0.020430322736501694,0.02247241511940956,0.03747975453734398
34893_0042_A_255	0,0.09581179916858673,0.030066730454564095,0.014803048223257065,0.02227858081459999,0.02448701485991478
34893_0042_A_256	0,0.09318964183330536,0.012414367869496346,0.02355107292532921,0.021375898271799088,0.012798722833395004
34893_0042_A_257	0,0.09823296964168549,0.024495812132954597,0.024048399180173874,0.02981475368142128,0.03366164490580559
34893_0043_A_260	0,0.11088773608207703,0.0658227726817131,1.6944549083709717,0.04266649857163429,0.3073478639125824
34893_0044_A_261	0.09954126179218292,0.07703937590122223,0,0.05367019400000572,0,0.1974421888589859
34893_0044_A_262	0.13980329036712646,0.09723512828350067,0,0.04091716930270195,0,0.1405194103717804
34893_0041_A_247	0,0.311674028635025,0.08651585131883621,0.11264802515506744,0.007500860840082169,0.23755837976932526
34893_0041_A_248	0,0.5903549194335938,0.10383345186710358,0,0,0.4239737093448639
34893_0041_A_249	0.4983169138431549,0.565917432308197,0.10715214908123016,0,0,0.693855881690979
34893_0041_A_250	0,0.38248783349990845,0.6376120448112488,0,0,0.2606809437274933
34893_0041_A_251	0,0.5284938216209412,0.03959255665540695,0.2413526177406311,0,0.3220294415950775
34893_0044_A_263	0.00047698989510536194,0.26919546723365784,0.28889721632003784,0.07581804692745209,0.3175061345100403,0.5371328592300415
34893_0044_A_265	0,0.2223779857158661,0.22065939009189606,0.09656430780887604,0.01505253091454506,0.13957762718200684
34893_0044_A_266	0,0.21344943344593048,0.04092209041118622,0.08051484823226929,0.05361342802643776,0.20802299678325653
34893_0044_A_267	0,0.4190577566623688,0.12198811769485474,0.10232104361057281,0.09865891933441162,0.447653204202652
34893_0044_A_268	0.03039463236927986,0.41481921076774597,0.13620583713054657,0.16266345977783203,0,0.4969831109046936
34893_0044_A_269	0,0.22751571238040924,0.11100125312805176,0.23337987065315247,0.007572684437036514,0.7775054574012756
34893_0044_A_270	0.041717279702425,0.4948088824748993,0.055227018892765045,0.07365868985652924,0.015261474996805191,0.3506104350090027
34893_0044_A_271	0.5483242273330688,0.2580605447292328,0.07416793704032898,0.1332535296678543,0,1.3950036764144897
34893_0044_A_272	0,0.2782454490661621,0.22993528842926025,0.02771836146712303,0.03910577669739723,0.3425583243370056
34893_0044_A_273	0,0.34078195691108704,0.022844726219773293,0.15962597727775574,0.015210691839456558,0.2500194311141968
34893_0044_A_274	0,0.4144415259361267,0.07043035328388214,0.34149736166000366,0.017658893018960953,0.41625693440437317
34893_0045_A_276	0.06806232035160065,0.20138299465179443,0.05706654489040375,1.4706521034240723,0,0.35201016068458557
34893_0045_A_277	0,0.08966867625713348,0.030021848157048225,1.1504559516906738,0.16883113980293274,0.6807460784912109
34893_0046_A_278	0,0.16738924384117126,0.03494498133659363,0.026105400174856186,0,0.1284055858850479
34893_0046_A_279	0,0.14796100556850433,0.05303777754306793,0.052917566150426865,0,0.10923469066619873
34893_0046_A_280	0.0010478831827640533,0.42290717363357544,0.8343733549118042,0,0,0.25186359882354736
34893_0046_A_285	0,0.26376545429229736,0.17813554406166077,0.2813151478767395,0.08148336410522461,0.2440890371799469
34893_0046_A_286	0,0.12442609667778015,0.10273982584476471,0.044749777764081955,0,0.09191195666790009
34893_0046_A_287	0,0.12422515451908112,0.10410921275615692,0.017364751547574997,0,0.0761764645576477
34893_0046_A_288	0,0.3182613253593445,0.1375894844532013,0.01517125591635704,0,0.26432403922080994
34893_0047_A_289	0,0.24997270107269287,0.0613977313041687,0.12072081863880157,0.11135712265968323,0.19572623074054718
34893_0047_A_290	0,0.3788716495037079,0.055394530296325684,0.15810814499855042,0.04064679518342018,0.3469955325126648
34893_0047_A_291	0,0.3425363600254059,0.09599997848272324,0.12881919741630554,0.07713884115219116,0.18190693855285645
34893_0047_A_292	0,0.1458708941936493,0.16435863077640533,0.03361409530043602,0.11834102869033813,0.2620551884174347
34893_0047_A_293	0,0.38482150435447693,0.10007128119468689,0.18292254209518433,0.061973992735147476,0.2559262216091156
34893_0047_A_294	0,0.17536792159080505,0.2622635066509247,0.3742515742778778,0.06816893815994263,0.33369162678718567
34893_0047_A_295	0,0.2414824664592743,0.05095908045768738,0.3380301594734192,0.001264188438653946,0.329460084438324
34893_0047_A_296	0.23840026557445526,0.5234973430633545,0.06602028012275696,0.0592331700026989,0.013033512979745865,0.530242383480072
34893_0047_A_297	0.08612595498561859,0.3344610333442688,0.11979864537715912,0.05768157169222832,0.013197693973779678,0.3456566035747528
34893_0047_A_298	0.20313264429569244,0.15568169951438904,0.11421141028404236,0.10287898778915405,0,1.6324185132980347
34893_0047_A_299	0.0007860548794269562,0.2166309505701065,0.08543816208839417,1.130169153213501,0,0.26241013407707214
34893_0048_A_301	0,0.19303584098815918,0.04775451123714447,0.11733266711235046,0.016143474727869034,0.11994770169258118
34893_0049_A_303	0,0.1747918725013733,0.022612782195210457,0.058976706117391586,0,0.06782834231853485
34893_0050_A_304	0.0059774406254291534,0.20819292962551117,0.022292258217930794,0.07895076274871826,0.009565833956003189,0.17772704362869263
34893_0050_A_305	0,0.15913793444633484,0.09452264755964279,0.08447977900505066,0.05912238731980324,0.11425404250621796
34893_0051_A_306	0,0.21154072880744934,0.09428331255912781,0.02650601789355278,0.09085339307785034,0.255025714635849
34893_0052_A_308	0.10078905522823334,0.14349088072776794,0.1492590308189392,0.31314903497695923,0.01364004984498024,1.53388249874115
34893_0052_A_309	0.05212182179093361,0.23841194808483124,0.18555377423763275,0.04726504907011986,0.0025491751730442047,0.9912432432174683
34893_0044_A_264	0,0.19916661083698273,0.08874766528606415,0.03262845799326897,0,0.10138195753097534
34893_0046_A_281	0,0.24375273287296295,0.4294353127479553,0.4358234107494354,0.02213156595826149,0.2829301655292511
34893_0046_A_282	0,0.29496437311172485,0.09612978994846344,0.10189774632453918,0,0.3827733099460602
34893_0046_A_284	0,0.2803390324115753,0.6521998643875122,0.12837350368499756,0.03773188963532448,0.22353927791118622
34893_0055_A_318	0,0.15659356117248535,0.13214565813541412,0.005511131137609482,0,0.1270562708377838
34893_0057_A_321	0.021201644092798233,0.2827310860157013,0.14271795749664307,0.056436192244291306,0.28979289531707764,0.22489558160305023
34893_0057_A_322	0.002552676945924759,0.25702813267707825,0.11049816012382507,0.003378983587026596,0.2099807858467102,0.1694900542497635
34893_0057_A_323	0.053711894899606705,0.20230720937252045,0.016818972304463387,0.022070568054914474,0.0058895982801914215,0.13224293291568756
34893_0057_A_324	0,0.1877904087305069,0.0897960513830185,0.09638425707817078,0.06767955422401428,0.11538437008857727
34893_0057_A_325	0,0.3587675094604492,0.13101327419281006,0.05962013825774193,0.1366911232471466,0.2573552429676056
34893_0057_A_326	0,0.2638247311115265,0.1342179775238037,0.039670076221227646,0.12833237648010254,0.20078380405902863
34893_0057_A_328	0,0.28098732233047485,0.34385624527931213,0,0.1278437077999115,0.24176974594593048
34893_0057_A_329	0,0.1672184318304062,0.08715871721506119,0.028224509209394455,0.04916692152619362,0.17466194927692413
34893_0057_A_330	0,0.20445892214775085,0.13101565837860107,0.0489981435239315,0.19971206784248352,0.05202333256602287
34893_0057_A_331	0.007508177310228348,0.3604690432548523,0.11091260612010956,0.09238976240158081,0.11086142063140869,0.4001494348049164
34893_0057_A_332	0,0.2295721173286438,0.13704317808151245,0.33879977464675903,0.13476252555847168,0.27394911646842957
34893_0057_A_333	0,0.16815881431102753,0,0.1795031726360321,0.2291010320186615,2.6229400634765625
34893_0057_A_334	0,0.15270189940929413,0.07209072262048721,0.13649964332580566,0.002191845327615738,0.049316685646772385
34893_0057_A_335	0,0.21679113805294037,0.2910710871219635,0,0.29443228244781494,0.1654740869998932
34893_0057_A_336	0,0.22410540282726288,0.32291173934936523,0.08342885971069336,0.45629870891571045,0.19095958769321442
34893_0057_A_338	0,0.1685551553964615,0.1401897817850113,0.2330697476863861,0.25460726022720337,0.695978581905365
34893_0058_A_342	0,0.4411199688911438,0.1601180136203766,0.03696775063872337,0.05981159582734108,0.19489933550357819
34893_0059_A_347	0,0.17280589044094086,1.0697444677352905,0,0.07058084011077881,0.16159115731716156
34893_0060_A_350	0,0.259391725063324,0.1459197998046875,0.08748863637447357,0.12367349863052368,0.08812323212623596
34893_0058_A_341	0,0.2841268479824066,0,0,0,0
34893_0058_A_344	0.015744376927614212,0.513464629650116,0.01638147421181202,0.050523605197668076,0.030511531978845596,0.17325516045093536
34893_0060_A_348	0,0.16907577216625214,0.01669137366116047,0.007797848433256149,0.06849968433380127,0
34893_0060_A_351	0,0.7026145458221436,0.11944971978664398,0.013231497257947922,0.13711780309677124,0.14105194807052612
34893_0060_A_352	0,0.5959696173667908,0.6334536075592041,0.6082062721252441,0.09660744667053223,0.23138733208179474
34893_0060_A_353	0,0.2921004295349121,0.06825978308916092,0.1538998782634735,0.07859066128730774,0.24874651432037354
34893_0060_A_354	0,0.20937474071979523,0.5255707502365112,0.24922014772891998,0.06509417295455933,0.0969785749912262
34893_0060_A_355	0,0.675203800201416,0.041076190769672394,0.13407455384731293,0.007384989410638809,0.4359794557094574
34893_0060_A_356	0,0.19937606155872345,0.1319984793663025,0.15888330340385437,0.045289669185876846,0.21643297374248505
34893_0061_A_360	0,0.2296212613582611,0.1488443911075592,0.032011162489652634,0.29946890473365784,0.23410797119140625
34893_0061_A_361	0,0.09920738637447357,0.06216369569301605,0.07193523645401001,0.0679652988910675,0.22515833377838135
34893_0063_A_364	0.026943359524011612,0.15755921602249146,0.32570675015449524,0.09554573893547058,0.12755078077316284,0.06144989654421806
34893_0063_A_365	0,0.1238018274307251,0.15193890035152435,0.20845085382461548,0.16535142064094543,0.2653173804283142
34893_0064_A_366	0,0.17923350632190704,0.32753580808639526,0.012631546705961227,0.11480525135993958,0.03970324620604515
34893_0065_A_368	0.20144368708133698,0.37013760209083557,0.21840645372867584,0.03308277949690819,0.17817097902297974,0.3810531795024872
34893_0065_A_369	0,0.6781724095344543,0.22945919632911682,0.058532778173685074,0.026531491428613663,0.09498435258865356
34893_0066_A_372	0.006954235956072807,0.00429559126496315,0.09247664362192154,2.5526206493377686,0.16427069902420044,0
34893_0067_A_375	0,0.1396784633398056,0.09493850916624069,0.03641754016280174,0.0693255066871643,0.07211080193519592
34893_0067_A_376	0,0.1678338646888733,0.34820258617401123,0.1482158750295639,0.4424225687980652,0.7903791666030884
34893_0067_A_380	0,0.1880090981721878,0.08862285315990448,0,0.003071848303079605,0.09189707040786743
34893_0067_A_381	0,0.1971043199300766,0.13375641405582428,0.16682933270931244,0.574052631855011,0.36238256096839905
34893_0067_A_383	0,0.10130579769611359,0.0185661930590868,0.007130768150091171,0.02110496535897255,0.01411808654665947
34893_0067_A_388	0,0.18399165570735931,0.12448067963123322,0.05066084489226341,0.005065534263849258,0.18064415454864502
34893_0067_A_389	0.0007738657295703888,0.17970512807369232,0.5377331972122192,0.036627959460020065,0.5183702111244202,0.25623244047164917
34893_0067_A_392	0.024270135909318924,0.2935297191143036,0.0400773286819458,0.5916381478309631,0.005931977182626724,0.2562633156776428
34893_0067_A_393	0,0.1595499962568283,0.01820315606892109,0.0592908076941967,0.0156441368162632,0.10135774314403534
34893_0068_A_394	0,0.15526974201202393,0.0018809903413057327,0.07418172061443329,0.012978855520486832,0.09419368207454681
34893_0066_A_371	0,0.17346541583538055,0.07155120372772217,0.052019815891981125,0.133059561252594,0.1976466029882431
34893_0067_A_373	0,0.11967688798904419,0.06874595582485199,0.040592338889837265,0,0.003974016755819321
34893_0067_A_374	0,0.20234589278697968,0.5529477596282959,0.10164397954940796,0.22741398215293884,0.20307698845863342
34893_0067_A_377	0,0.16926133632659912,0.05024787783622742,0.04248705133795738,0.004063550382852554,0.023371335119009018
34893_0067_A_378	0,0.39746150374412537,0.4259425401687622,0.2604985535144806,0.482134610414505,0.42618271708488464
34893_0067_A_379	0,0.19884464144706726,0.12441354990005493,0.08087636530399323,0.08958566188812256,0.25756457448005676
34893_0067_A_384	0,0.2377784550189972,0.19674763083457947,0.41058796644210815,0.004365656524896622,0.1882459968328476
34893_0067_A_385	0,0.24840575456619263,0.18514955043792725,0.18036486208438873,0.035453472286462784,0.22625486552715302
34893_0067_A_386	0,0.15194061398506165,0.021414266899228096,0.041584696620702744,0.004919562488794327,0.08143651485443115
34893_0067_A_387	0,0.2775091230869293,0.04255957156419754,0.027820613235235214,0.003176514059305191,0.05810866877436638
34893_0067_A_390	0,0.5349665880203247,0.14730937778949738,0.05855901166796684,0.056408438831567764,0.2255866974592209
34893_0070_A_396	0.0007272548973560333,0.2692422866821289,0.04713556170463562,0.015407945960760117,0.041965726763010025,0.127926766872406
34893_0070_A_397	0.04845805838704109,0.29187318682670593,0.06684824824333191,0.18762309849262238,0.204182967543602,0.4270949363708496
34893_0071_A_398	0,0.05711456015706062,0.0727236419916153,1.9129595756530762,0,0.23834951221942902
34893_0072_A_399	0.029850054532289505,0.08485062420368195,0.09097182005643845,0,0.06645119190216064,0.9714791178703308
34893_0073_A_400	0,0.354388952255249,0,0.13786983489990234,0.061778996139764786,0.17919450998306274
34893_0073_A_401	0,0.2208225578069687,0.036806151270866394,0.13218921422958374,0.034480366855859756,0.33302876353263855
34893_0074_A_402	0,0.2122787982225418,0.09374111145734787,0.030068781226873398,0.128862202167511,0.29759615659713745
34893_0075_A_404	0,0.1538403034210205,0.03924115002155304,0.00904872640967369,0.007737521082162857,0.020394261926412582
34893_0076_A_405	0.00873957946896553,0.32547786831855774,0,0.009328361600637436,0,0.10480524599552155
34893_0076_A_406	0.009506721049547195,0.21400098502635956,0.013500349596142769,0.012453820556402206,0,0.11187995970249176
34893_0076_A_407	0,0.12320496141910553,0.2732328474521637,0.06437455117702484,0.9397470951080322,0.5083727836608887
34893_0076_A_408	0,0.20754492282867432,0.10376831889152527,0.24854840338230133,0.138986736536026,0.2931317090988159
34893_0077_A_412	0,0.17214415967464447,0.10665145516395569,0.17677979171276093,0.061186257749795914,0.08996526896953583
34893_0078_A_419	0,0.26212191581726074,0.07201357185840607,0.07523863017559052,0.10283583402633667,0.4886607825756073
34893_0078_A_420	0.04817743971943855,0.5284501910209656,0.0437321811914444,0.0469357930123806,0.1834227740764618,0.3627755641937256
34893_0078_A_421	0,0.037051696330308914,0.03256727755069733,1.3882226943969727,0.1161787211894989,0.24340924620628357
34893_0078_A_422	0.11740833520889282,0.13497774302959442,0.12266586720943451,0.07215955853462219,0.32436519861221313,2.3591275215148926
34893_0078_A_423	0,0.06128884479403496,0.09596922993659973,1.819784164428711,0,0.2638363242149353
34893_0079_A_428	0,0.21595211327075958,0.2912187874317169,0.06432652473449707,0.16620686650276184,0.07397566735744476
34893_0079_A_430	0,0.20559926331043243,0.10686731338500977,0.04170918092131615,0.09713590145111084,0.07328997552394867
34893_0081_A_434	0,0.10587473213672638,0.08616943657398224,0.6307536363601685,0.0665585994720459,0.2745506167411804
34893_0081_A_435	0,0.16973638534545898,0.08839691430330276,0.13886629045009613,0.0761803388595581,0.4474678635597229
34893_0083_A_439	0,0.13149935007095337,0.03371511399745941,0.044824596494436264,0.10702744126319885,0.17844158411026
34893_0084_A_440	0,0.19300168752670288,0.291812926530838,0.1490846872329712,0.5339577198028564,0.8448257446289062
34893_0085_A_447	0,0.43950095772743225,0.09707878530025482,0.10056649148464203,0,0.6663743257522583
34893_0076_A_409	0,0.34694549441337585,0.04228620231151581,0.19778300821781158,0.04452354088425636,0.6640766263008118
34893_0076_A_410	0,0.2000531256198883,0.23271244764328003,0.2700768709182739,0.14383912086486816,0.30117249488830566
34893_0076_A_411	0,0.2888216972351074,0.27899765968322754,0.08180338144302368,0.03921854868531227,0.4733095169067383
34893_0077_A_416	0,0.19487230479717255,0.13352826237678528,1.0553215742111206,0.026515398174524307,0.25237518548965454
34893_0077_A_417	0,0.20644600689411163,0.19589832425117493,0.3842092752456665,0.20783108472824097,0.2786801755428314
34893_0079_A_424	0.025066304951906204,0.31005388498306274,0.15100207924842834,0.02709111198782921,0.08787676692008972,0.12439550459384918
34893_0079_A_425	0,0.23197773098945618,0.057149335741996765,0.0702265202999115,0.05550670996308327,0.12109914422035217
34893_0079_A_426	0,0.23197773098945618,0.057149335741996765,0.0702265202999115,0.05550670996308327,0.12109914422035217
34893_0079_A_427	0,0.41837966442108154,0.07457776367664337,0,0.09841638803482056,0.18655702471733093
34893_0079_A_429	0,0.20559926331043243,0.10686731338500977,0.04170918092131615,0.09713590145111084,0.07328997552394867
34893_0080_A_432	0,0.21592171490192413,0.24214226007461548,0.3154887855052948,0.7215464115142822,0.21730707585811615
34893_0081_A_433	0.06162075325846672,0.23156918585300446,0.0739142969250679,0.1539147049188614,0,1.7301770448684692
34893_0084_A_441	0,0.2101985365152359,0.27416959404945374,0.49129408597946167,0.3318396210670471,0.2673689126968384
34893_0085_A_443	0,0.13050515949726105,0.11355046927928925,0.11776736378669739,0.34195196628570557,0.48574355244636536
34893_0085_A_444	0.11588507890701294,0.2582779824733734,0.5099711418151855,0.05410778149962425,0.2010745108127594,0.36742082238197327
34893_0085_A_445	0.021427858620882034,0.16644251346588135,0.269300639629364,0.08968864381313324,1.3606928586959839,0.08652465045452118
34893_0085_A_446	0,0.24117429554462433,0.1751113086938858,0.06792856752872467,0.06025541201233864,0.24401895701885223
34893_0085_A_448	0,0.25660035014152527,0.5818005800247192,0,0.2552882730960846,0.33302950859069824
34893_0085_A_449	0,0.23715443909168243,0.4041282534599304,0,0.1895134150981903,0.24105700850486755
34893_0086_A_450	0,0.16023309528827667,0.08304829895496368,0.17213402688503265,0.11550518870353699,0.25071021914482117
34893_0088_A_461	0,0.3611074984073639,0.08791109174489975,0,0.09919294714927673,0.40189141035079956
34893_0088_A_462	0,0.23373328149318695,0.36396852135658264,0.07925868034362793,0.022241506725549698,0.16223521530628204
34893_0088_A_463	0.008767057210206985,0.37033379077911377,0.1420901119709015,0.08177326619625092,0.047067079693078995,0.24363668262958527
34893_0095_A_492	0,0.16390441358089447,0.12889495491981506,0.0351889543235302,0.05598178878426552,0.10063827037811279
34893_0095_A_495	0,0.2943241000175476,0.15406709909439087,0.07244004309177399,0.2139444351196289,0.41199061274528503
34893_0086_A_451	0,0.1809021681547165,0.17171676456928253,0.18350434303283691,0.2139931321144104,0.361398845911026
34893_0086_A_452	0,0.36868175864219666,0.33583763241767883,0,0.048950258642435074,0.07433947920799255
34893_0086_A_454	0,0.21362139284610748,0.10485509037971497,0.02188148722052574,0.07414430379867554,0.2583964765071869
34893_0086_A_455	0,0.17168502509593964,0.031361907720565796,0.06884995102882385,0.031993333250284195,0.1305963695049286
34893_0087_A_456	0,0.24512046575546265,0.2538992464542389,0.31371867656707764,0.05327853932976723,0.31907179951667786
34893_0088_A_457	0,0.30965131521224976,0.051750555634498596,0.04259571060538292,0.06016722694039345,0.13543683290481567
34893_0088_A_458	0,0.31322717666625977,0.024150388315320015,0.058052074164152145,0.06815162301063538,0.1629241406917572
34893_0088_A_459	0,0.47107189893722534,0.14034685492515564,0.07361263036727905,0.1338285207748413,0.21326754987239838
34893_0088_A_460	0,0.16292080283164978,0.30959802865982056,0.2197912633419037,1.1354495286941528,0.3276287317276001
34893_0088_A_464	0.0018007494509220123,0.13521532714366913,0.12796804308891296,0.17118047177791595,0.30962246656417847,0.45153117179870605
34893_0088_A_465	0,0.27411457896232605,0.6673357486724854,0.11979550123214722,0,0.2727990448474884
34893_0088_A_466	0,0.35159406065940857,0.05151066184043884,0.1399930864572525,0.01024431362748146,1.2415350675582886
34893_0088_A_467	0.018641430884599686,0.32348811626434326,0.10138881206512451,0.1255216747522354,0.010228905826807022,0.30876079201698303
34893_0088_A_468	0,0.11706335842609406,0.20430433750152588,0.14110597968101501,0.4525083303451538,1.2151687145233154
34893_0088_A_469	0.08229872584342957,0.36685144901275635,0.07671413570642471,0.005572523921728134,0,0.16925528645515442
34893_0089_A_470	0,0.37433117628097534,0.06347903609275818,0.38094717264175415,0.029292885214090347,0.4067716598510742
34893_0089_A_471	0,0.34485745429992676,0.22971835732460022,0.03747449442744255,0.13427525758743286,0.15025857090950012
34893_0090_A_472	0.23268990218639374,0.3373192548751831,0.2396990954875946,0.08527393639087677,0.280000776052475,0.8342285752296448
34893_0091_A_473	0,0.10786262154579163,0.16472449898719788,0.16719618439674377,0.4895487427711487,0.5400029420852661
34893_0091_A_474	0.049651820212602615,0.3134675621986389,0.06926779448986053,7.08363950252533e-05,0.10070496797561646,0.26193082332611084
34893_0091_A_475	0,0.2027566134929657,0.08501800149679184,0.07416205108165741,0.051785532385110855,0.19819629192352295
34893_0092_A_476	0.0649072527885437,0.3195188641548157,0.04246845096349716,0.020396675914525986,0.10727617144584656,0.37572911381721497
34893_0092_A_477	0.07285904884338379,0.41632094979286194,0.037925802171230316,0.011338900774717331,0.12807539105415344,0.42587530612945557
34893_0092_A_478	0.025453347712755203,0.1029926985502243,0.16900992393493652,0.04723484441637993,0.3518781065940857,2.199094295501709
34893_0093_A_479	0.07750968635082245,0.25636497139930725,0.1070491373538971,0.05470132455229759,0.01806715503334999,0.22111570835113525
34893_0094_A_481	0.10688935220241547,0.2045462280511856,0.11634474992752075,0.017305459827184677,0.07146242260932922,0.5788978338241577
34893_0095_A_482	0.011657137423753738,0.2013833373785019,0.02891688235104084,0,0.0033769048750400543,0.07933063805103302
34893_0095_A_483	0.0072340406477451324,0.16459567844867706,0.03787966072559357,0.03621121868491173,0.0061569251120090485,0.07953047752380371
34893_0095_A_485	0,0.11426061391830444,0.06477133929729462,0.061821963638067245,0.11624088883399963,0.12412481009960175
34893_0095_A_486	0,0.276480495929718,0.2553451359272003,0.10480737686157227,0.10545378923416138,0.17188146710395813
34893_0095_A_487	0,0.22583957016468048,0.5480682849884033,0.09928780794143677,0.2467336654663086,0.2663981318473816
34893_0095_A_488	0,0.5795745849609375,0.08171376585960388,0.04463757202029228,0.1205613911151886,0.2874257266521454
34893_0095_A_489	0,0.3411637544631958,0.09689617156982422,0.09097549319267273,0.07795792818069458,0.28290483355522156
34893_0095_A_490	0,0.23349402844905853,0.1903255134820938,0.034178685396909714,0.0633162260055542,0.12256437540054321
34893_0095_A_491	0,0.1948298215866089,0.12649589776992798,0.0425233356654644,0.040889058262109756,0.08496041595935822
34893_0095_A_494	0,0.19267772138118744,0.3131444454193115,0.07142537832260132,0.07403290271759033,0.2930544912815094
34893_0095_A_496	0,0.09278583526611328,0.26854202151298523,0.17861567437648773,0.5721418261528015,0.4527622163295746
34893_0095_A_497	0,0.27236977219581604,0.08739257603883743,0.10670711100101471,0.11506491899490356,0.26875725388526917
34893_0096_A_498	0,0.08324816823005676,0.1092003583908081,0.11309395730495453,0.4669272303581238,2.240939140319824
34893_0097_A_523	0,0.14840929210186005,0.1804187297821045,0.08477388322353363,0.46616461873054504,0.21962980926036835
34893_0097_A_524	0,0.17770187556743622,0.14360131323337555,0.1434900462627411,0.40083032846450806,0.23103664815425873
34893_0097_A_525	0,0.10313758254051208,0.11193948984146118,1.1971756219863892,0.0951591432094574,0.21873356401920319
34893_0097_A_526	0.00515318289399147,0.3850383162498474,0.19820702075958252,0.10185234248638153,0.05864790454506874,0.30470386147499084
34893_0097_A_527	0,0.2625632882118225,0.14315639436244965,0.684655487537384,0.0355185903608799,0.34557363390922546
34893_0097_A_529	0,0.12853051722049713,0.8324912786483765,0.12671853601932526,0.13803833723068237,0.3299120366573334
34893_0097_A_530	0,0.15297281742095947,0.16891178488731384,0.4051722288131714,0.26591992378234863,0.6512736082077026
34893_0097_A_531	0,0.1492881327867508,0.20880591869354248,0.30875447392463684,0.13772085309028625,0.6524114608764648
34893_0099_A_533	0,0,0.9141018390655518,0,1.4266166687011719,0.4603598415851593
34893_0099_A_535	0,0.14900459349155426,0.13599979877471924,0.5601692795753479,0.0677490234375,0.4813854396343231
34893_0100_A_536	0.016946617513895035,0.2211107611656189,0.1787797063589096,0,0.5929595828056335,0.2611549496650696
34893_0101_A_537	0,0.20643186569213867,0.04349677264690399,0.20863905549049377,0.19773390889167786,0.5328115224838257
34893_0101_A_538	0,0.15667864680290222,0.1579369157552719,1.3866149187088013,0.02043423429131508,0.28932562470436096
34893_0101_A_539	0.09701094031333923,0.26783499121665955,0.17232587933540344,0.10612475872039795,0.484205424785614,0.7810741662979126
34893_0101_A_540	0,0.2509000301361084,0.09057489037513733,0.2707948088645935,0.10368198156356812,1.1235642433166504
34893_0101_A_541	0,0.2072879523038864,0.0866689682006836,0.22487273812294006,0.08026966452598572,0.50417560338974
34893_0101_A_542	0.1123368889093399,0.22846870124340057,0.2963755130767822,0.42221373319625854,0.4011141359806061,0.3893626034259796
34893_0101_A_543	0.0011362619698047638,0.2257794290781021,0.04260954260826111,0.042866047471761703,0.022647801786661148,0.07630264759063721
34893_0096_A_499	0.017316032201051712,0.0748719722032547,0.27485746145248413,0.10639093816280365,0.9976114630699158,0.3205811083316803
34893_0096_A_500	0,0.27088725566864014,0.45574313402175903,0.07054227590560913,0.15293997526168823,0.3395492434501648
34893_0097_A_501	0,0.20052844285964966,0.10944969952106476,0.0144612155854702,0.11809200048446655,0.0898270457983017
34893_0097_A_502	0.21783031523227692,0.18081364035606384,0.10206325352191925,0.28435996174812317,0.24934899806976318,0.5923227071762085
34893_0097_A_503	0,0.07597638666629791,0,0.25234776735305786,0.07977008819580078,0.9594775438308716
34893_0097_A_504	0.03549041226506233,0.2805117666721344,0.3559093475341797,0.12808461487293243,0.43870070576667786,0.9291771650314331
34893_0097_A_506	0,0.3575341999530792,0.6017131805419922,0.04366132244467735,0.07760852575302124,0.30183860659599304
34893_0097_A_507	0,0.17398463189601898,0.12181231379508972,0.03311898931860924,0.006078455597162247,0.1829928159713745
34893_0097_A_508	0,0.239456444978714,0.13455627858638763,0.2668150067329407,0.2019345462322235,0.3569120466709137
34893_0097_A_509	0,0.08724342286586761,0.3286590874195099,0.1187136322259903,0.2803237736225128,0.3931768238544464
34893_0097_A_510	0,0.13960115611553192,0.24431920051574707,0.0229325108230114,0.16013497114181519,0.3716762065887451
34893_0097_A_511	0.08235517144203186,0.23716287314891815,0.0708729699254036,0.5323113203048706,0.020185325294733047,1.4181103706359863
34893_0097_A_512	0,0.2651442587375641,0.7635531425476074,0.20729908347129822,0.11103418469429016,0.18081475794315338
34893_0097_A_513	0.017575953155755997,0.2863200306892395,0.10306428372859955,0.24532975256443024,0.0931401252746582,0.4671495258808136
34893_0097_A_514	0,0.3616029620170593,0.09646492451429367,0.1581428050994873,0.07281771302223206,0.3446791172027588
